,K_NAME,S_NAME,REMARK,LONGITUDE,LATITUDE,SOURCE
27935,¸äµÅÁö,Sus scrofa,,129.2639278,36.6963556,NES3
27938,¸äµÅÁö,Sus scrofa,,129.2699556,36.6943278,NES3
27944,¸äµÅÁö,Sus scrofa,,129.2770639,36.6890222,NES3
27950,¸äµÅÁö,Sus scrofa,,129.2685667,36.6826083,NES3
27962,¸äµÅÁö,Sus scrofa,,129.2609556,36.7122444,NES3
27965,¸äµÅÁö,Sus scrofa,,129.2666778,36.7122444,NES3
27973,¸äµÅÁö,Sus scrofa,,129.276675,36.7128556,NES3
27977,¸äµÅÁö,Sus scrofa,,129.2872583,36.7108,NES3
27982,¸äµÅÁö,Sus scrofa,,129.2864528,36.7064389,NES3
27984,¸äµÅÁö,Sus scrofa,,129.2867583,36.7036611,NES3
27988,¸äµÅÁö,Sus scrofa,,129.2794806,36.7016889,NES3
27992,¸äµÅÁö,Sus scrofa,,129.2735361,36.7030778,NES3
27997,¸äµÅÁö,Sus scrofa,,129.3295611,36.7048556,NES3
28003,¸äµÅÁö,Sus scrofa,,129.3240611,36.6982444,NES3
28009,¸äµÅÁö,Sus scrofa,,129.3115889,36.69655,NES3
28020,¸äµÅÁö,Sus scrofa,,129.3122278,36.6856083,NES3
28022,¸äµÅÁö,Sus scrofa,,129.3126167,36.6832194,NES3
28033,¸äµÅÁö,Sus scrofa,,129.3195333,36.6809417,NES3
28040,¸äµÅÁö,Sus scrofa,,129.3454472,36.6739417,NES3
28045,¸äµÅÁö,Sus scrofa,,129.3514194,36.6820806,NES3
28050,¸äµÅÁö,Sus scrofa,,129.3526139,36.686525,NES3
28059,¸äµÅÁö,Sus scrofa,,129.3450306,36.6957722,NES3
28077,¸äµÅÁö,Sus scrofa,,129.3426694,36.7389083,NES3
28081,¸äµÅÁö,Sus scrofa,,129.3420306,36.7305472,NES3
28090,¸äµÅÁö,Sus scrofa,,129.3207556,36.7346028,NES3
28093,¸äµÅÁö,Sus scrofa,,129.31145,36.7274917,NES3
28098,¸äµÅÁö,Sus scrofa,,129.3055056,36.7062444,NES3
28106,¸äµÅÁö,Sus scrofa,,129.3070889,36.7124389,NES3
28109,¸äµÅÁö,Sus scrofa,,129.3080056,36.70955,NES3
28114,¸äµÅÁö,Sus scrofa,,129.3115889,36.7085778,NES3
28116,¸äµÅÁö,Sus scrofa,,129.3146167,36.7067167,NES3
28123,¸äµÅÁö,Sus scrofa,,129.3163944,36.7057444,NES3
28131,¸äµÅÁö,Sus scrofa,,129.2701472,36.7333528,NES3
28137,¸äµÅÁö,Sus scrofa,,129.2730917,36.7433778,NES3
28146,¸äµÅÁö,Sus scrofa,,129.2549833,36.7482667,NES3
28150,¸äµÅÁö,Sus scrofa,,129.2540389,36.7420167,NES3
28153,¸äµÅÁö,Sus scrofa,,129.2541778,36.7370722,NES3
28159,¸äµÅÁö,Sus scrofa,,129.2598722,36.7263528,NES3
28162,¸äµÅÁö,Sus scrofa,,128.3529889,38.4334556,NES3
28168,¸äµÅÁö,Sus scrofa,,128.3401833,38.4291222,NES3
28171,¸äµÅÁö,Sus scrofa,,128.3210194,38.4580361,NES3
28174,¸äµÅÁö,Sus scrofa,,128.3527111,38.4338167,NES3
28177,¸äµÅÁö,Sus scrofa,,128.2879111,38.4017083,NES3
28183,¸äµÅÁö,Sus scrofa,,128.3113806,38.4181778,NES3
28188,¸äµÅÁö,Sus scrofa,,128.3655972,38.496725,NES3
28190,¸äµÅÁö,Sus scrofa,,128.2883833,38.4014583,NES3
28194,¸äµÅÁö,Sus scrofa,,128.3250722,38.4616472,NES3
28195,¸äµÅÁö,Sus scrofa,,128.3210194,38.4580361,NES3
28200,¸äµÅÁö,Sus scrofa,,128.3226861,38.4553694,NES3
28203,¸äµÅÁö,Sus scrofa,,128.3294917,38.4090972,NES3
28207,¸äµÅÁö,Sus scrofa,,128.3126583,38.4170944,NES3
28211,¸äµÅÁö,Sus scrofa,,128.3683194,38.4945861,NES3
28218,¸äµÅÁö,Sus scrofa,,128.3842611,38.5162222,NES3
28219,¸äµÅÁö,Sus scrofa,,128.3744028,38.5183889,NES3
28223,¸äµÅÁö,Sus scrofa,,128.39165,38.5148917,NES3
28231,¸äµÅÁö,Sus scrofa,,128.37265,38.5662722,NES3
28243,¸äµÅÁö,Sus scrofa,,128.3690167,38.2611417,NES3
28247,¸äµÅÁö,Sus scrofa,,128.3671278,38.260725,NES3
28248,¸äµÅÁö,Sus scrofa,,128.3666278,38.2610306,NES3
28250,¸äµÅÁö,Sus scrofa,,128.3656,38.2625583,NES3
28256,¸äµÅÁö,Sus scrofa,,128.3639611,38.2664194,NES3
28261,¸äµÅÁö,Sus scrofa,,128.5488056,38.2547,NES3
28290,¸äµÅÁö,Sus scrofa,,128.5101972,38.2902778,NES3
28307,¸äµÅÁö,Sus scrofa,,128.5105861,38.3308028,NES3
28308,¸äµÅÁö,Sus scrofa,,128.5098639,38.3306361,NES3
28336,¸äµÅÁö,Sus scrofa,,128.5057528,38.3416333,NES3
28340,¸äµÅÁö,Sus scrofa,,128.5058083,38.3405222,NES3
28359,¸äµÅÁö,Sus scrofa,,128.40665,38.32755,NES3
28361,¸äµÅÁö,Sus scrofa,,128.4047056,38.3275778,NES3
28366,¸äµÅÁö,Sus scrofa,,128.4027083,38.3254111,NES3
28368,¸äµÅÁö,Sus scrofa,,128.4050667,38.3288556,NES3
28378,¸äµÅÁö,Sus scrofa,,128.4034278,38.3392167,NES3
28391,¸äµÅÁö,Sus scrofa,,128.4162333,38.3376333,NES3
28394,¸äµÅÁö,Sus scrofa,,128.4015389,38.3465222,NES3
28404,¸äµÅÁö,Sus scrofa,,128.4427861,38.3517417,NES3
28405,¸äµÅÁö,Sus scrofa,,128.4411194,38.3481611,NES3
28406,¸äµÅÁö,Sus scrofa,,128.4440361,38.3469667,NES3
28413,¸äµÅÁö,Sus scrofa,,128.4463417,38.3540472,NES3
28418,¸äµÅÁö,Sus scrofa,,128.4430639,38.3566861,NES3
28426,¸äµÅÁö,Sus scrofa,,128.4395361,38.3547694,NES3
28434,¸äµÅÁö,Sus scrofa,,128.4339528,38.3584917,NES3
28437,¸äµÅÁö,Sus scrofa,,128.4323694,38.3581583,NES3
28451,¸äµÅÁö,Sus scrofa,,128.4755333,38.3422722,NES3
28453,¸äµÅÁö,Sus scrofa,,128.47095,38.3461611,NES3
28463,¸äµÅÁö,Sus scrofa,,128.4869222,38.3136639,NES3
28474,¸äµÅÁö,Sus scrofa,,128.49295,38.3173306,NES3
28488,¸äµÅÁö,Sus scrofa,,128.4906444,38.3211639,NES3
28494,¸äµÅÁö,Sus scrofa,,128.4892833,38.3223306,NES3
28500,¸äµÅÁö,Sus scrofa,,128.4869222,38.3218028,NES3
28506,¸äµÅÁö,Sus scrofa,,128.4578139,38.2711694,NES3
28509,¸äµÅÁö,Sus scrofa,,128.4430917,38.2705583,NES3
28512,¸äµÅÁö,Sus scrofa,,128.4408694,38.2725028,NES3
28515,¸äµÅÁö,Sus scrofa,,128.4418417,38.2758083,NES3
28542,¸äµÅÁö,Sus scrofa,,128.4612861,38.2693639,NES3
28546,¸äµÅÁö,Sus scrofa,,128.4587583,38.2807806,NES3
28559,¸äµÅÁö,Sus scrofa,,128.4676472,38.2891944,NES3
28568,¸äµÅÁö,Sus scrofa,,128.4695361,38.2815583,NES3
28581,¸äµÅÁö,Sus scrofa,,128.5488056,38.2547,NES3
28610,¸äµÅÁö,Sus scrofa,,128.5101972,38.2902778,NES3
28627,¸äµÅÁö,Sus scrofa,,128.5105861,38.3308028,NES3
28628,¸äµÅÁö,Sus scrofa,,128.5098639,38.3306361,NES3
28656,¸äµÅÁö,Sus scrofa,,128.5057528,38.3416333,NES3
28660,¸äµÅÁö,Sus scrofa,,128.5058083,38.3405222,NES3
28669,¸äµÅÁö,Sus scrofa,,128.7188611,36.6488306,NES3
28687,¸äµÅÁö,Sus scrofa,,128.6761,36.6550444,NES3
28698,¸äµÅÁö,Sus scrofa,,128.6571972,36.6413639,NES3
28702,¸äµÅÁö,Sus scrofa,,128.6544222,36.6361472,NES3
28719,¸äµÅÁö,Sus scrofa,,128.7241306,36.6818139,NES3
28725,¸äµÅÁö,Sus scrofa,,128.6854583,36.6914444,NES3
28742,¸äµÅÁö,Sus scrofa,,128.6558778,36.6906472,NES3
28748,¸äµÅÁö,Sus scrofa,,128.6522417,36.6911556,NES3
28758,¸äµÅÁö,Sus scrofa,,128.7303194,36.7358833,NES3
28775,¸äµÅÁö,Sus scrofa,,128.6936194,36.7420694,NES3
28787,¸äµÅÁö,Sus scrofa,,128.6352917,36.7435444,NES3
28803,¸äµÅÁö,Sus scrofa,,128.5895722,36.513875,NES3
28817,¸äµÅÁö,Sus scrofa,,128.5673556,36.5173917,NES3
28830,¸äµÅÁö,Sus scrofa,,128.5176889,36.5113833,NES3
28841,¸äµÅÁö,Sus scrofa,,128.6026528,36.5718111,NES3
28868,¸äµÅÁö,Sus scrofa,,128.5300083,36.5762306,NES3
28885,¸äµÅÁö,Sus scrofa,,128.606875,36.6078944,NES3
28891,¸äµÅÁö,Sus scrofa,,128.5512139,36.5951944,NES3
28909,¸äµÅÁö,Sus scrofa,,128.5090861,36.6039889,NES3
28936,¸äµÅÁö,Sus scrofa,,128.697875,36.5381389,NES3
28941,¸äµÅÁö,Sus scrofa,,128.6940944,36.5354722,NES3
28970,¸äµÅÁö,Sus scrofa,,128.7394917,36.5804944,NES3
28988,¸äµÅÁö,Sus scrofa,,128.6910583,36.58195,NES3
28997,¸äµÅÁö,Sus scrofa,,128.6523833,36.5706,NES3
28998,¸äµÅÁö,Sus scrofa,,128.6559583,36.5697861,NES3
29003,¸äµÅÁö,Sus scrofa,,128.6544944,36.5756417,NES3
29011,¸äµÅÁö,Sus scrofa,,128.7199083,36.6015167,NES3
29020,¸äµÅÁö,Sus scrofa,,128.7232417,36.6017528,NES3
29026,¸äµÅÁö,Sus scrofa,,128.6817389,36.6162556,NES3
29032,¸äµÅÁö,Sus scrofa,,128.6850556,36.6125944,NES3
29048,¸äµÅÁö,Sus scrofa,,128.6377444,36.6001083,NES3
29052,¸äµÅÁö,Sus scrofa,,128.646925,36.6018222,NES3
29084,¸äµÅÁö,Sus scrofa,,126.9774806,38.0686722,NES3
29117,¸äµÅÁö,Sus scrofa,,126.8982417,38.1049694,NES3
29128,¸äµÅÁö,Sus scrofa,,126.9665833,38.1515694,NES3
29176,¸äµÅÁö,Sus scrofa,,126.7423861,37.9414056,NES3
29215,¸äµÅÁö,Sus scrofa,,127.7590194,38.1884611,NES3
29229,¸äµÅÁö,Sus scrofa,,127.8440028,38.1666028,NES3
29249,¸äµÅÁö,Sus scrofa,,127.7981667,38.2030944,NES3
29254,¸äµÅÁö,Sus scrofa,,127.8093167,38.1421306,NES3
29274,¸äµÅÁö,Sus scrofa,,127.8575611,38.2267389,NES3
29294,¸äµÅÁö,Sus scrofa,,127.8057,38.2280861,NES3
29312,¸äµÅÁö,Sus scrofa,,127.7814333,38.1315167,NES3
29319,¸äµÅÁö,Sus scrofa,,127.7686667,38.21835,NES3
29342,¸äµÅÁö,Sus scrofa,,127.8350667,38.2068639,NES3
29347,¸äµÅÁö,Sus scrofa,,127.9204722,38.0755278,NES3
29362,¸äµÅÁö,Sus scrofa,,127.8904861,38.0615167,NES3
29370,¸äµÅÁö,Sus scrofa,,127.9625889,38.0972889,NES3
29374,¸äµÅÁö,Sus scrofa,,127.9324111,38.1186472,NES3
29380,¸äµÅÁö,Sus scrofa,,127.9038194,38.1020083,NES3
29385,¸äµÅÁö,Sus scrofa,,127.9887333,38.039125,NES3
29400,¸äµÅÁö,Sus scrofa,,127.8473556,38.2772278,NES3
29408,¸äµÅÁö,Sus scrofa,,127.8073944,38.2872972,NES3
29418,¸äµÅÁö,Sus scrofa,,127.7672833,38.2709139,NES3
29424,¸äµÅÁö,Sus scrofa,,127.8536028,38.31525,NES3
29432,¸äµÅÁö,Sus scrofa,,127.8086111,38.2974333,NES3
29448,¸äµÅÁö,Sus scrofa,,127.8386417,38.348525,NES3
29454,¸äµÅÁö,Sus scrofa,,127.8131111,38.3661889,NES3
29461,¸äµÅÁö,Sus scrofa,,127.7631556,38.3519833,NES3
29471,¸äµÅÁö,Sus scrofa,,127.9594778,38.1525417,NES3
29479,¸äµÅÁö,Sus scrofa,,127.9184944,38.1581889,NES3
29513,¸äµÅÁö,Sus scrofa,,127.8837889,38.1975056,NES3
29534,¸äµÅÁö,Sus scrofa,,127.930675,38.2375056,NES3
29558,¸äµÅÁö,Sus scrofa,,127.9746444,38.2731583,NES3
29564,¸äµÅÁö,Sus scrofa,,127.9341472,38.277725,NES3
29587,¸äµÅÁö,Sus scrofa,,127.9355806,38.3087056,NES3
29594,¸äµÅÁö,Sus scrofa,,127.8975389,38.3125917,NES3
29606,¸äµÅÁö,Sus scrofa,,127.9288528,38.3655194,NES3
29629,¸äµÅÁö,Sus scrofa,,127.7994528,38.0246667,NES3
29640,¸äµÅÁö,Sus scrofa,,127.7790556,38.0362833,NES3
29650,¸äµÅÁö,Sus scrofa,,127.8116389,38.0768917,NES3
29665,¸äµÅÁö,Sus scrofa,,127.7620583,38.0768944,NES3
29692,¸äµÅÁö,Sus scrofa,,127.7983111,38.0914139,NES3
29705,¸äµÅÁö,Sus scrofa,,127.78145,38.124975,NES3
29715,¸äµÅÁö,Sus scrofa,,127.9748333,38.2718528,NES3
29769,¸äµÅÁö,Sus scrofa,,128.6819667,35.0213028,NES3
29783,¸äµÅÁö,Sus scrofa,,128.6601583,35.1664694,NES3
29786,¸äµÅÁö,Sus scrofa,,128.706325,35.1649028,NES3
29795,¸äµÅÁö,Sus scrofa,,128.6509556,35.1898833,NES3
29829,¸äµÅÁö,Sus scrofa,,128.7409611,35.2157972,NES3
29841,¸äµÅÁö,Sus scrofa,,128.7159111,35.1645472,NES3
29854,¸äµÅÁö,Sus scrofa,,128.7786333,35.1499361,NES3
29861,¸äµÅÁö,Sus scrofa,,128.7116611,35.2494611,NES3
29867,¸äµÅÁö,Sus scrofa,,128.8295361,35.1398611,NES3
29893,¸äµÅÁö,Sus scrofa,,128.7408556,35.1614139,NES3
29898,¸äµÅÁö,Sus scrofa,,128.7541861,35.1754389,NES3
29908,¸äµÅÁö,Sus scrofa,,128.7348194,35.1238722,NES3
29914,¸äµÅÁö,Sus scrofa,,128.7306583,35.108475,NES3
29923,¸äµÅÁö,Sus scrofa,,128.6752111,35.1661111,NES3
29938,¸äµÅÁö,Sus scrofa,,128.4568,35.4022056,NES3
29962,¸äµÅÁö,Sus scrofa,,128.4903083,35.43845,NES3
29979,¸äµÅÁö,Sus scrofa,,128.4387111,35.4205556,NES3
29988,¸äµÅÁö,Sus scrofa,,128.406625,35.4527861,NES3
29991,¸äµÅÁö,Sus scrofa,,128.3969806,35.4448917,NES3
30003,¸äµÅÁö,Sus scrofa,,128.4846306,35.4985556,NES3
30009,¸äµÅÁö,Sus scrofa,,128.4408083,35.4860556,NES3
30019,¸äµÅÁö,Sus scrofa,,128.4237694,35.4701472,NES3
30030,¸äµÅÁö,Sus scrofa,,128.3889611,35.4854417,NES3
30035,¸äµÅÁö,Sus scrofa,,128.3588389,35.2661278,NES3
30037,¸äµÅÁö,Sus scrofa,,128.364225,35.2785694,NES3
30049,¸äµÅÁö,Sus scrofa,,128.2903583,35.284075,NES3
30067,¸äµÅÁö,Sus scrofa,,128.2908944,35.3238139,NES3
30082,¸äµÅÁö,Sus scrofa,,128.3635722,35.3611944,NES3
30091,¸äµÅÁö,Sus scrofa,,128.3467639,35.3434194,NES3
30098,¸äµÅÁö,Sus scrofa,,128.3133083,35.3428694,NES3
30102,¸äµÅÁö,Sus scrofa,,128.3006194,35.3560111,NES3
30106,¸äµÅÁö,Sus scrofa,,128.2884472,35.3532194,NES3
30121,¸äµÅÁö,Sus scrofa,,128.3596917,35.395425,NES3
30128,¸äµÅÁö,Sus scrofa,,128.3474917,35.3823333,NES3
30131,¸äµÅÁö,Sus scrofa,,128.32565,35.37705,NES3
30147,¸äµÅÁö,Sus scrofa,,128.2609528,35.3848361,NES3
30158,¸äµÅÁö,Sus scrofa,,128.3437056,35.4288528,NES3
30171,¸äµÅÁö,Sus scrofa,,128.2764583,35.4287611,NES3
30177,¸äµÅÁö,Sus scrofa,,128.3456917,35.4596306,NES3
30182,¸äµÅÁö,Sus scrofa,,128.3267111,35.4781083,NES3
30183,¸äµÅÁö,Sus scrofa,,128.3260083,35.4776722,NES3
30185,¸äµÅÁö,Sus scrofa,,128.310275,35.4787389,NES3
30195,¸äµÅÁö,Sus scrofa,,128.2579806,35.4767806,NES3
30217,¸äµÅÁö,Sus scrofa,,128.9505111,35.2411111,NES3
30220,¸äµÅÁö,Sus scrofa,,128.9232889,35.2341667,NES3
30279,¸äµÅÁö,Sus scrofa,,127.4464556,38.1628444,NES3
30280,¸äµÅÁö,Sus scrofa,,127.4364556,38.1625694,NES3
30299,¸äµÅÁö,Sus scrofa,,127.4236778,38.1750694,NES3
30303,¸äµÅÁö,Sus scrofa,,127.4247889,38.1728472,NES3
30305,¸äµÅÁö,Sus scrofa,,127.4253444,38.173125,NES3
30308,¸äµÅÁö,Sus scrofa,,127.4242333,38.1772917,NES3
30309,¸äµÅÁö,Sus scrofa,,127.4278472,38.2203472,NES3
30322,¸äµÅÁö,Sus scrofa,,127.4645139,38.2970139,NES3
30327,¸äµÅÁö,Sus scrofa,,127.3986833,38.2936806,NES3
30333,¸äµÅÁö,Sus scrofa,,127.4022944,38.3072944,NES3
30356,¸äµÅÁö,Sus scrofa,,127.3984056,38.2939583,NES3
30366,¸äµÅÁö,Sus scrofa,,127.3995167,38.293125,NES3
30383,¸äµÅÁö,Sus scrofa,,127.3364611,38.3020167,NES3
30413,¸äµÅÁö,Sus scrofa,,127.3164556,38.1045139,NES3
30425,¸äµÅÁö,Sus scrofa,,127.3142333,38.0509028,NES3
30439,¸äµÅÁö,Sus scrofa,,127.2756222,38.0178472,NES3
30444,¸äµÅÁö,Sus scrofa,,127.2995111,38.0097917,NES3
30446,¸äµÅÁö,Sus scrofa,,127.2953444,38.010625,NES3
30467,¸äµÅÁö,Sus scrofa,,127.4506194,38.0359,NES3
30475,¸äµÅÁö,Sus scrofa,,127.4503417,38.0442333,NES3
30479,¸äµÅÁö,Sus scrofa,,127.4439528,38.0917333,NES3
30503,¸äµÅÁö,Sus scrofa,,127.3786778,38.0864556,NES3
30509,¸äµÅÁö,Sus scrofa,,127.3939556,38.1109,NES3
30514,¸äµÅÁö,Sus scrofa,,127.2892389,38.2025722,NES3
30533,¸äµÅÁö,Sus scrofa,,127.3472917,38.1878472,NES3
30547,¸äµÅÁö,Sus scrofa,,127.2662361,38.1404861,NES3
30558,¸äµÅÁö,Sus scrofa,,126.7119556,36.2702444,NES3
30617,¸äµÅÁö,Sus scrofa,,126.6866778,36.3588556,NES3
30696,¸äµÅÁö,Sus scrofa,,126.7252861,36.4019111,NES3
30793,¸äµÅÁö,Sus scrofa,,127.6031667,35.017875,NES3
30796,¸äµÅÁö,Sus scrofa,,127.6035833,35.0152361,NES3
30870,¸äµÅÁö,Sus scrofa,,127.5536083,35.1070389,NES3
30897,¸äµÅÁö,Sus scrofa,,127.5234167,35.1036778,NES3
30951,¸äµÅÁö,Sus scrofa,,127.6907194,35.0695694,NES3
30960,¸äµÅÁö,Sus scrofa,,127.6433028,35.0754583,NES3
30974,¸äµÅÁö,Sus scrofa,,127.7407194,35.1047361,NES3
31007,¸äµÅÁö,Sus scrofa,,127.6828944,35.1586528,NES3
31019,¸äµÅÁö,Sus scrofa,,127.6559528,35.1518167,NES3
31025,¸äµÅÁö,Sus scrofa,,127.6593194,35.1449056,NES3
31029,¸äµÅÁö,Sus scrofa,,127.6589444,35.1417361,NES3
31036,¸äµÅÁö,Sus scrofa,,127.6546,35.1381417,NES3
31038,¸äµÅÁö,Sus scrofa,,127.6522028,35.1382972,NES3
31049,¸äµÅÁö,Sus scrofa,,127.6977472,35.1865694,NES3
31056,¸äµÅÁö,Sus scrofa,,127.6461361,35.1934028,NES3
31080,¸äµÅÁö,Sus scrofa,,127.6854667,35.2187361,NES3
31082,¸äµÅÁö,Sus scrofa,,127.6871611,35.2211806,NES3
31087,¸äµÅÁö,Sus scrofa,,127.6564111,35.2199861,NES3
31089,¸äµÅÁö,Sus scrofa,,127.6605778,35.2249861,NES3
31097,¸äµÅÁö,Sus scrofa,,127.6466917,35.2205417,NES3
31119,¸äµÅÁö,Sus scrofa,,127.5651111,35.1515194,NES3
31125,¸äµÅÁö,Sus scrofa,,127.5584306,35.152025,NES3
31266,¸äµÅÁö,Sus scrofa,,127.5292472,35.1727889,NES3
31277,¸äµÅÁö,Sus scrofa,,127.5231917,35.1795389,NES3
31288,¸äµÅÁö,Sus scrofa,,127.6065833,35.2313611,NES3
31294,¸äµÅÁö,Sus scrofa,,127.5599972,35.2171222,NES3
31296,¸äµÅÁö,Sus scrofa,,127.5583306,35.2145111,NES3
31306,¸äµÅÁö,Sus scrofa,,127.514025,35.2262056,NES3
31548,¸äµÅÁö,Sus scrofa,,127.8442389,36.3951556,NES3
31567,¸äµÅÁö,Sus scrofa,,127.7700556,36.3914556,NES3
31600,¸äµÅÁö,Sus scrofa,,127.8543472,36.4614944,NES3
31609,¸äµÅÁö,Sus scrofa,,127.8256083,36.4670194,NES3
31620,¸äµÅÁö,Sus scrofa,,127.7809139,36.4865472,NES3
31635,¸äµÅÁö,Sus scrofa,,127.8498,36.31075,NES3
31668,¸äµÅÁö,Sus scrofa,,127.7807472,36.2877722,NES3
31700,¸äµÅÁö,Sus scrofa,,127.8075306,36.3546222,NES3
31709,¸äµÅÁö,Sus scrofa,,127.7743222,36.3473833,NES3
31723,¸äµÅÁö,Sus scrofa,,127.7388389,36.2786694,NES3
31757,¸äµÅÁö,Sus scrofa,,127.6532944,36.3092222,NES3
31764,¸äµÅÁö,Sus scrofa,,127.6985194,36.3392194,NES3
31791,¸äµÅÁö,Sus scrofa,,127.7368583,36.32345,NES3
31800,¸äµÅÁö,Sus scrofa,,127.7201944,36.3479889,NES3
31829,¸äµÅÁö,Sus scrofa,,127.71275,36.4060028,NES3
31841,¸äµÅÁö,Sus scrofa,,127.6532861,36.4240389,NES3
31889,¸äµÅÁö,Sus scrofa,,127.6484944,36.4834722,NES3
31921,¸äµÅÁö,Sus scrofa,,128.1007889,37.6546361,NES3
31924,¸äµÅÁö,Sus scrofa,,128.0638194,37.65055,NES3
31938,¸äµÅÁö,Sus scrofa,,128.0294222,37.6565111,NES3
31948,¸äµÅÁö,Sus scrofa,,128.1122056,37.6991972,NES3
31955,¸äµÅÁö,Sus scrofa,,128.2280111,37.6541806,NES3
31972,¸äµÅÁö,Sus scrofa,,128.1906556,37.6574917,NES3
31977,¸äµÅÁö,Sus scrofa,,128.1519778,37.6460972,NES3
31987,¸äµÅÁö,Sus scrofa,,128.2351417,37.6879083,NES3
32022,¸äµÅÁö,Sus scrofa,,128.1772806,37.6876694,NES3
32034,¸äµÅÁö,Sus scrofa,,128.1069528,37.5341139,NES3
32045,¸äµÅÁö,Sus scrofa,,128.0644722,37.527575,NES3
32074,¸äµÅÁö,Sus scrofa,,128.0573667,37.5716583,NES3
32086,¸äµÅÁö,Sus scrofa,,128.1349444,37.6925083,NES3
32100,¸äµÅÁö,Sus scrofa,,128.2244139,37.7203583,NES3
32114,¸äµÅÁö,Sus scrofa,,128.2351167,37.5978444,NES3
32124,¸äµÅÁö,Sus scrofa,,128.1866944,37.6004056,NES3
32143,¸äµÅÁö,Sus scrofa,,128.1396083,37.5962194,NES3
32153,¸äµÅÁö,Sus scrofa,,128.0762167,37.6891806,NES3
32160,¸äµÅÁö,Sus scrofa,,128.0165472,37.686675,NES3
32165,¸äµÅÁö,Sus scrofa,,128.0980861,37.7426944,NES3
32168,¸äµÅÁö,Sus scrofa,,128.1037222,37.7412778,NES3
32179,¸äµÅÁö,Sus scrofa,,128.0542583,37.7453472,NES3
32189,¸äµÅÁö,Sus scrofa,,128.0252972,37.7264889,NES3
32197,¸äµÅÁö,Sus scrofa,,128.1859,37.7320639,NES3
32212,¸äµÅÁö,Sus scrofa,,128.0115222,37.5693611,NES3
32220,¸äµÅÁö,Sus scrofa,,128.1051222,37.5983028,NES3
32231,¸äµÅÁö,Sus scrofa,,128.0494944,37.5944833,NES3
32236,¸äµÅÁö,Sus scrofa,,128.01375,37.6009833,NES3
32294,¸äµÅÁö,Sus scrofa,,126.9223306,37.2867389,NES3
32295,¸äµÅÁö,Sus scrofa,,126.9224139,37.2875444,NES3
32303,¸äµÅÁö,Sus scrofa,,126.9024361,37.2682556,NES3
32329,¸äµÅÁö,Sus scrofa,,126.9746611,37.3719972,NES3
32342,¸äµÅÁö,Sus scrofa,,126.909575,37.3420833,NES3
32358,¸äµÅÁö,Sus scrofa,,127.4647722,35.0338556,NES3
32364,¸äµÅÁö,Sus scrofa,,126.9379278,35.0542028,NES3
32399,¸äµÅÁö,Sus scrofa,,127.4359111,35.0145056,NES3
32414,¸äµÅÁö,Sus scrofa,,127.484225,35.0551917,NES3
32419,¸äµÅÁö,Sus scrofa,,127.4459333,35.0721972,NES3
32422,¸äµÅÁö,Sus scrofa,,126.8481361,37.3592389,NES3
32429,¸äµÅÁö,Sus scrofa,,126.79875,37.3613194,NES3
32432,¸äµÅÁö,Sus scrofa,,126.7753861,37.3683389,NES3
32444,¸äµÅÁö,Sus scrofa,,126.8572417,37.2326417,NES3
32451,¸äµÅÁö,Sus scrofa,,126.8192278,37.2379139,NES3
32459,¸äµÅÁö,Sus scrofa,,126.9689056,37.139725,NES3
32466,¸äµÅÁö,Sus scrofa,,126.9597361,37.1609111,NES3
32467,¸äµÅÁö,Sus scrofa,,126.9564583,37.1606417,NES3
32486,¸äµÅÁö,Sus scrofa,,126.9266083,37.1760389,NES3
32570,¸äµÅÁö,Sus scrofa,,127.0972889,35.2156944,NES3
32595,¸äµÅÁö,Sus scrofa,,126.9140667,35.0928611,NES3
32622,¸äµÅÁö,Sus scrofa,,127.4063056,35.0435972,NES3
32635,¸äµÅÁö,Sus scrofa,,127.4789306,35.0959444,NES3
32642,¸äµÅÁö,Sus scrofa,,127.42625,35.1177056,NES3
32659,¸äµÅÁö,Sus scrofa,,127.3550222,35.0102972,NES3
32665,¸äµÅÁö,Sus scrofa,,127.3191167,35.0196472,NES3
32670,¸äµÅÁö,Sus scrofa,,127.2762556,35.0106861,NES3
32675,¸äµÅÁö,Sus scrofa,,127.3449833,35.0622194,NES3
32685,¸äµÅÁö,Sus scrofa,,127.3241889,35.0593056,NES3
32707,¸äµÅÁö,Sus scrofa,,127.3437472,35.0983889,NES3
32713,¸äµÅÁö,Sus scrofa,,127.3143861,35.11915,NES3
32797,¸äµÅÁö,Sus scrofa,,127.3404806,35.1541472,NES3
32804,¸äµÅÁö,Sus scrofa,,127.3069694,35.1561417,NES3
32807,¸äµÅÁö,Sus scrofa,,127.2744444,35.1545167,NES3
32828,¸äµÅÁö,Sus scrofa,,127.3098444,35.2058306,NES3
32831,¸äµÅÁö,Sus scrofa,,127.2656,35.1769722,NES3
32839,¸äµÅÁö,Sus scrofa,,127.360525,35.2197,NES3
32847,¸äµÅÁö,Sus scrofa,,127.3130722,35.2366028,NES3
32865,¸äµÅÁö,Sus scrofa,,127.2216694,35.0270056,NES3
32878,¸äµÅÁö,Sus scrofa,,127.1997222,35.0230389,NES3
32886,¸äµÅÁö,Sus scrofa,,127.1416389,35.0165167,NES3
32893,¸äµÅÁö,Sus scrofa,,127.2262222,35.0692361,NES3
32900,¸äµÅÁö,Sus scrofa,,127.1970639,35.0698333,NES3
32912,¸äµÅÁö,Sus scrofa,,127.1594472,35.0533583,NES3
